0,1,2,3,4,key
58211,409601,731026,1041557,1371154,20000100000_3_5_VRY
96807,743408,1220334,1841713,2348446,30000100000_1_1_SMG
2111,16211,26611,40161,51211,30000100000_1_1_PRS
41285,317033,520423,785415,1001516,30000100000_1_1_AC1
2111,16211,26611,40161,51211,30000100000_1_1_WTF
56937,437237,717741,1083206,1381242,30000100000_1_1_CV1
44909,344864,566108,854363,1089434,30000100000_1_1_GYR
102240,785127,1288817,1945067,2480238,30000100000_1_1_CTR
103107,791786,1299747,1961562,2501271,30000100000_1_1_CTB
57549,441935,725454,1094846,1396084,30000100000_1_1_VRY
93201,680578,1167000,1749789,2330283,30000100000_1_2_SMG
2031,14831,25431,38132,50781,30000100000_1_2_PRS
39741,290201,497613,746116,993640,30000100000_1_2_AC1
2031,14831,25431,38132,50781,30000100000_1_2_WTF
54836,400428,686622,1029514,1371056,30000100000_1_2_CV1
43310,316261,542299,813118,1082870,30000100000_1_2_GYR
98459,718978,1232845,1848516,2461764,30000100000_1_2_CTR
99334,725367,1243801,1864943,2483639,30000100000_1_2_CTB
55416,404663,693883,1040401,1385556,30000100000_1_2_VRY
161737,698719,1235700,1813987,2376211,30000100000_1_3_SMG
3524,15224,26924,39524,51774,30000100000_1_3_PRS
68927,297769,526612,773057,1012657,30000100000_1_3_AC1
3524,15224,26924,39524,51774,30000100000_1_3_WTF
95012,410461,725909,1065622,1395899,30000100000_1_3_CV1
75087,324381,573675,842146,1103159,30000100000_1_3_GYR
170624,737112,1303599,1913662,2506778,30000100000_1_3_CTR
172025,743162,1314299,1929370,2527355,30000100000_1_3_CTB
96120,415245,734371,1078044,1412171,30000100000_1_3_VRY
98641,693318,1209930,1818383,2394692,30000100000_1_4_SMG
2164,15115,26364,39614,52164,30000100000_1_4_PRS
42332,295657,515727,774920,1020420,30000100000_1_4_AC1
2164,15115,26364,39614,52164,30000100000_1_4_WTF
57938,407230,710669,1068053,1406556,30000100000_1_4_CV1
45764,321657,561333,843618,1110990,30000100000_1_4_GYR
104045,731301,1276214,1918001,2525882,30000100000_1_4_CTR
104943,737614,1287231,1934559,2547688,30000100000_1_4_CTB
58590,411811,718663,1080067,1422378,30000100000_1_4_VRY
32003,605931,1122467,1700987,2268029,30000100000_1_5_SMG
697,13197,24447,37047,49397,30000100000_1_5_PRS
13628,258018,477969,724314,965771,30000100000_1_5_AC1
697,13197,24447,37047,49397,30000100000_1_5_WTF
18353,355210,658381,997932,1330746,30000100000_1_5_CV1
14844,281042,520620,788948,1051952,30000100000_1_5_GYR
33770,639390,1184448,1794912,2393265,30000100000_1_5_CTR
34048,644651,1194194,1809682,2412958,30000100000_1_5_CTB
18560,359203,665782,1009151,1345706,30000100000_1_5_VRY
57652,626369,1172155,1775271,2428837,30000100000_2_1_SMG
1257,13657,25557,38707,52957,30000100000_2_1_PRS
24626,267554,500686,758307,1037478,30000100000_2_1_AC1
1257,13657,25557,38707,52957,30000100000_2_1_WTF
33886,368155,688945,1043432,1427572,30000100000_2_1_CV1
26747,290597,543807,823615,1126830,30000100000_2_1_GYR
60885,661496,1237888,1874826,2565044,30000100000_2_1_CTR
61344,666479,1247214,1888950,2584368,30000100000_2_1_CTB
34258,372198,696512,1054893,1443252,30000100000_2_1_VRY
103159,677794,1275414,1781092,2387907,30000100000_2_2_SMG
2244,14744,27744,38744,51945,30000100000_2_2_PRS
43657,288580,543300,758832,1017471,30000100000_2_2_AC1
2244,14744,27744,38744,51945,30000100000_2_2_WTF
60210,398005,749312,1046572,1403283,30000100000_2_2_CV1
47846,314367,591548,826086,1107532,30000100000_2_2_GYR
108904,715542,1346445,1880287,2520896,30000100000_2_2_CTR
109766,721208,1357107,1895176,2540858,30000100000_2_2_CTB
60841,402174,757160,1057533,1417981,30000100000_2_2_VRY
78528,652228,1182326,1762909,2327429,30000100000_2_3_SMG
1711,14211,25761,38411,50711,30000100000_2_3_PRS
33471,277992,503930,751386,991995,30000100000_2_3_AC1
1711,14211,25761,38411,50711,30000100000_2_3_WTF
46120,383050,694374,1035348,1366888,30000100000_2_3_CV1
36452,302755,548819,818318,1080361,30000100000_2_3_GYR
82797,687679,1246591,1858732,2453936,30000100000_2_3_CTR
83557,693994,1258038,1875801,2476471,30000100000_2_3_CTB
46607,387101,701716,1046296,1381341,30000100000_2_3_VRY
71134,651300,1176430,1749716,2336762,30000100000_2_4_SMG
1551,14201,25651,38151,50951,30000100000_2_4_PRS
30349,277874,501918,746507,996967,30000100000_2_4_AC1
1551,14201,25651,38151,50951,30000100000_2_4_WTF
41858,383250,692257,1029601,1375041,30000100000_2_4_CV1
33039,302504,546407,812677,1085337,30000100000_2_4_GYR
75125,687846,1242443,1847899,2467885,30000100000_2_4_CTR
75723,693313,1252318,1862586,2487500,30000100000_2_4_CTB
42313,387417,699784,1040795,1389991,30000100000_2_4_VRY
84609,632909,1133032,1713450,2282398,30000100000_2_5_SMG
1844,13794,24694,37344,49745,30000100000_2_5_PRS
36072,269835,483057,730513,973078,30000100000_2_5_AC1
1844,13794,24694,37344,49745,30000100000_2_5_WTF
49717,371907,665787,1006850,1341172,30000100000_2_5_CV1
39216,293351,525156,794178,1057883,30000100000_2_5_GYR
89221,667412,1194800,1806860,2406825,30000100000_2_5_CTR
90040,673541,1205772,1823452,2428926,30000100000_2_5_CTB
50208,375573,672350,1016775,1354393,30000100000_2_5_VRY
71184,768788,1282813,1863385,2434779,30000100000_3_1_SMG
1551,16751,27951,40601,53051,30000100000_3_1_PRS
30373,328032,547359,795081,1038887,30000100000_3_1_AC1
1551,16751,27951,40601,53051,30000100000_3_1_WTF
41785,451278,753009,1093804,1429211,30000100000_3_1_CV1
33025,356671,595147,864497,1129588,30000100000_3_1_GYR
75054,810583,1352552,1964686,2567143,30000100000_3_1_CTR
75722,817801,1364596,1982181,2590003,30000100000_3_1_CTB
42265,456464,761663,1106374,1445635,30000100000_3_1_VRY
82188,722342,1291367,1832859,2436301,30000100000_3_2_SMG
1791,15741,28141,39941,53091,30000100000_3_2_PRS
35054,308087,550783,781736,1039111,30000100000_3_2_AC1
1791,15741,28141,39941,53091,30000100000_3_2_WTF
48331,424771,759384,1077807,1432659,30000100000_3_2_CV1
38127,335089,599055,850249,1130181,30000100000_3_2_GYR
86824,763090,1364216,1936254,2573738,30000100000_3_2_CTR
87547,769440,1375567,1952366,2595154,30000100000_3_2_CTB
48848,429319,767515,1089347,1447999,30000100000_3_2_VRY
110379,654465,1171003,1731160,2302795,30000100000_3_3_SMG
2404,14254,25504,37704,50154,30000100000_3_3_PRS
47020,278794,498833,737453,980962,30000100000_3_3_AC1
2404,14254,25504,37704,50154,30000100000_3_3_WTF
64826,384368,687731,1016711,1352432,30000100000_3_3_CV1
51209,303630,543269,803146,1068347,30000100000_3_3_GYR
116426,690321,1235158,1826003,2428956,30000100000_3_3_CTR
117431,696280,1245820,1841766,2449924,30000100000_3_3_CTB
65515,388457,695046,1027526,1366819,30000100000_3_3_VRY
63886,647166,1168444,1731057,2300558,30000100000_3_4_SMG
1392,14091,25441,37691,50091,30000100000_3_4_PRS
27204,275573,497541,737110,979612,30000100000_3_4_AC1
1392,14091,25441,37691,50091,30000100000_3_4_WTF
37535,380233,686503,1017058,1351661,30000100000_3_4_CV1
29615,300000,541643,802448,1066446,30000100000_3_4_GYR
67368,682439,1232129,1825407,2425949,30000100000_3_4_CTR
67967,688507,1243085,1841637,2447519,30000100000_3_4_CTB
37895,383878,693082,1026806,1364615,30000100000_3_4_VRY
99346,691562,1217211,1804836,2367212,30000100000_3_5_SMG
2164,15064,26514,39315,51564,30000100000_3_5_PRS
42321,294599,518521,768843,1008410,30000100000_3_5_AC1
2165,15066,26518,39320,51571,30000100000_3_5_WTF
58342,406126,714817,1059905,1390165,30000100000_3_5_CV1
46027,320403,563937,836186,1096736,30000100000_3_5_GYR
104016,728682,1283133,1902956,2496146,30000100000_3_5_CTR
105694,735753,1294992,1920167,2518479,30000100000_3_5_CTB
58986,410611,722712,1071610,1405517,30000100000_3_5_VRY
87031,662802,1183518,1761582,2314413,40000100000_1_1_SMG
1897,14447,25797,38397,50448,40000100000_1_1_PRS
37114,282648,504704,751215,986967,40000100000_1_1_AC1
1896,14434,25773,38361,50400,40000100000_1_1_WTF
50665,388692,694398,1033772,1358332,40000100000_1_1_CV1
40365,307408,548916,817023,1073426,40000100000_1_1_GYR
91848,699481,1249014,1859068,2442493,40000100000_1_1_CTR
92578,705045,1258949,1873855,2461921,40000100000_1_1_CTB
51714,393836,703245,1046730,1375222,40000100000_1_1_VRY
76092,691438,1208054,1795847,2323943,40000100000_1_2_SMG
1657,15057,26307,39107,50607,40000100000_1_2_PRS
32415,294546,514620,765014,989978,40000100000_1_2_AC1
1657,15057,26307,39107,50607,40000100000_1_2_WTF
44724,406397,710040,1055518,1365909,40000100000_1_2_CV1
35280,320586,560114,832645,1077496,40000100000_1_2_GYR
80337,730007,1275439,1896020,2453572,40000100000_1_2_CTR
80979,735845,1285638,1911181,2473193,40000100000_1_2_CTB
45192,410650,717471,1066565,1380204,40000100000_1_2_VRY
87054,681328,1209061,1807924,2337953,40000100000_1_3_SMG
1897,14847,26347,39397,50947,40000100000_1_3_PRS
37099,290358,515259,770473,996353,40000100000_1_3_AC1
1897,14847,26347,39397,50947,40000100000_1_3_WTF
51208,400777,711206,1063475,1375253,40000100000_1_3_CV1
40409,316264,561231,839216,1085248,40000100000_1_3_GYR
91873,719045,1275993,1908008,2467378,40000100000_1_3_CTR
92628,724959,1286489,1923703,2487674,40000100000_1_3_CTB
51715,404746,718248,1074005,1388870,40000100000_1_3_VRY
43075,635465,1154380,1739881,2270276,40000100000_1_4_SMG
938,13838,25138,37888,49438,40000100000_1_4_PRS
18347,270663,491683,741065,966975,40000100000_1_4_AC1
938,13838,25138,37888,49438,40000100000_1_4_WTF
25312,373406,678326,1022373,1334039,40000100000_1_4_CV1
19981,294771,535478,807072,1053105,40000100000_1_4_GYR
45441,670365,1217780,1835438,2394963,40000100000_1_4_CTR
45827,676058,1228121,1851025,2415302,40000100000_1_4_CTB
25560,377071,684983,1032407,1347132,40000100000_1_4_VRY
46670,606522,1148019,1703282,2270018,40000100000_1_5_SMG
1017,13217,25017,37117,49467,40000100000_1_5_PRS
19900,258622,489516,726281,967937,40000100000_1_5_AC1
1017,13217,25017,37117,49467,40000100000_1_5_WTF
27409,356200,674212,1000309,1333143,40000100000_1_5_CV1
21661,281507,532833,790548,1053588,40000100000_1_5_GYR
49229,639777,1210962,1796669,2394477,40000100000_1_5_CTR
49653,645290,1221397,1812152,2415112,40000100000_1_5_CTB
27699,359978,681363,1010918,1347282,40000100000_1_5_VRY
102961,681084,1215619,1791448,2364982,40000100000_2_1_SMG
2244,14844,26495,39044,51544,40000100000_2_1_PRS
43909,290453,518408,763973,1008561,40000100000_2_1_AC1
2244,14840,26487,39034,51530,40000100000_2_1_WTF
60483,400090,714092,1052352,1389264,40000100000_2_1_CV1
47807,316240,564434,831801,1098104,40000100000_2_1_GYR
108619,718510,1282416,1889886,2494937,40000100000_2_1_CTR
109556,724710,1293483,1906195,2516467,40000100000_2_1_CTB
61123,404327,721655,1063497,1403977,40000100000_2_1_VRY
30750,602142,1164355,1705915,2284191,40000100000_2_2_SMG
670,13120,25370,37170,49770,40000100000_2_2_PRS
13110,256722,496419,727312,973858,40000100000_2_2_AC1
670,13115,25360,37155,49750,40000100000_2_2_WTF
18089,354220,684951,1003532,1343713,40000100000_2_2_CV1
14255,279131,539753,790800,1058868,40000100000_2_2_GYR
32435,635145,1228173,1799416,2409388,40000100000_2_2_CTR
32729,640887,1239275,1815682,2431167,40000100000_2_2_CTB
18267,357705,691691,1013407,1356934,40000100000_2_2_VRY
33749,605386,1137996,1707337,2276678,40000100000_2_3_SMG
751,13201,24801,37201,49601,40000100000_2_3_PRS
14685,258132,484957,727426,969894,40000100000_2_3_AC1
736,13186,24786,37186,49586,40000100000_2_3_WTF
19823,355568,668390,1002787,1337184,40000100000_2_3_CV1
15660,280900,528032,792207,1056382,40000100000_2_3_GYR
35594,638469,1200185,1800639,2401094,40000100000_2_3_CTR
35915,644240,1211033,1816915,2422797,40000100000_2_3_CTB
20024,359187,675195,1012996,1350797,40000100000_2_3_VRY
91289,669573,1181309,1798604,2360825,40000100000_2_4_SMG
2004,14604,25755,39204,51455,40000100000_2_4_PRS
39234,285913,504205,767525,1007352,40000100000_2_4_AC1
2004,14604,25755,39204,51455,40000100000_2_4_WTF
53662,393594,694406,1057269,1387758,40000100000_2_4_CV1
42393,310935,548574,835232,1096315,40000100000_2_4_GYR
96265,706071,1245700,1896644,2489511,40000100000_2_4_CTR
97148,712547,1257126,1914040,2512344,40000100000_2_4_CTB
54170,397315,700971,1067265,1400879,40000100000_2_4_VRY
52797,642231,1153685,1782108,2302736,40000100000_2_5_SMG
1151,14001,25151,38851,50201,40000100000_2_5_PRS
22507,273775,491801,759689,981626,40000100000_2_5_AC1
1152,14002,25152,38852,50202,40000100000_2_5_WTF
31087,378147,679293,1049310,1355857,40000100000_2_5_CV1
24512,298163,535611,827364,1069071,40000100000_2_5_GYR
55698,677517,1217072,1880024,2429257,40000100000_2_5_CTR
56210,683748,1228265,1897313,2451597,40000100000_2_5_CTB
31363,381498,685312,1058609,1367872,40000100000_2_5_VRY
73663,743738,1289894,1973738,2455641,40000100000_3_1_SMG
1605,16205,28105,43006,53506,40000100000_3_1_PRS
31389,316916,549639,841033,1046378,40000100000_3_1_AC1
1605,16205,28105,43006,53506,40000100000_3_1_WTF
43291,437091,758065,1159956,1443168,40000100000_3_1_CV1
34194,345239,598762,916198,1139895,40000100000_3_1_GYR
77733,784828,1361159,2082784,2591312,40000100000_3_1_CTR
78371,791278,1372346,2099902,2612609,40000100000_3_1_CTB
43796,442182,766895,1173467,1459978,40000100000_3_1_VRY
71175,651674,1188579,1732367,2299099,40000100000_3_2_SMG
1551,14202,25902,37751,50101,40000100000_3_2_PRS
30370,278062,507153,739181,980999,40000100000_3_2_AC1
1553,14217,25930,37793,50156,40000100000_3_2_WTF
41912,383745,699907,1020122,1353848,40000100000_3_2_CV1
33079,302871,552403,805133,1068527,40000100000_3_2_GYR
75198,688509,1255761,1830285,2429052,40000100000_3_2_CTR
75693,693043,1264031,1842339,2445048,40000100000_3_2_CTB
42351,387764,707236,1030804,1368025,40000100000_3_2_VRY
55191,644228,1150754,1739791,2269237,40000100000_3_3_SMG
1204,14054,25104,37954,49504,40000100000_3_3_PRS
23553,274921,491079,742447,968385,40000100000_3_3_AC1
1204,14047,25091,37934,49478,40000100000_3_3_WTF
32437,378628,676325,1022515,1333682,40000100000_3_3_CV1
25577,298554,533293,806269,1051629,40000100000_3_3_GYR
58279,680266,1215126,1837113,2396176,40000100000_3_3_CTR
58702,685211,1223960,1850469,2413596,40000100000_3_3_CTB
32802,382886,683930,1034014,1348681,40000100000_3_3_VRY
105408,713440,1195277,1768892,2319563,40000100000_3_4_SMG
2297,15547,26047,38547,50547,40000100000_3_4_PRS
44964,304333,509871,754558,989458,40000100000_3_4_AC1
2301,15573,26090,38611,50630,40000100000_3_4_WTF
61934,419193,702304,1039340,1362895,40000100000_3_4_CV1
48970,331444,555292,821777,1077603,40000100000_3_4_GYR
111200,752641,1260954,1866087,2447016,40000100000_3_4_CTR
112160,759143,1271846,1882207,2468153,40000100000_3_4_CTB
62674,424198,710689,1051750,1379168,40000100000_3_4_VRY
123877,670460,1221636,1795778,2358436,10000000010_1_1_SMG
2697,14597,26598,39097,51347,10000000010_1_1_PRS
52773,285620,520424,765011,1004707,10000000010_1_1_AC1
2697,14597,26598,39097,51347,10000000010_1_1_WTF
72824,394145,718165,1055686,1386457,10000000010_1_1_CV1
57481,311104,566857,833267,1094349,10000000010_1_1_GYR
130084,707254,1289274,1895544,2489690,10000000010_1_1_CTR
131833,713519,1300093,1911107,2509901,10000000010_1_1_CTB
73545,398044,725270,1066130,1400174,10000000010_1_1_VRY
82243,626393,1172840,1739950,2311652,10000000010_1_2_SMG
1791,13641,25542,37891,50341,10000000010_1_2_PRS
35026,266770,499492,741014,984492,10000000010_1_2_AC1
1791,13640,25538,37886,50335,10000000010_1_2_WTF
48330,368095,689210,1022468,1358424,10000000010_1_2_CV1
38141,290494,543912,806913,1072043,10000000010_1_2_GYR
86750,660720,1237111,1835299,2438331,10000000010_1_2_CTR
87522,666602,1248125,1851638,2460038,10000000010_1_2_CTB
48821,371840,696222,1032870,1372245,10000000010_1_2_VRY
81003,620564,1183084,1770861,2328789,10000000010_1_3_SMG
1764,13514,25764,38564,50714,10000000010_1_3_PRS
34498,264287,503854,754177,991788,10000000010_1_3_AC1
1764,13514,25764,38564,50714,10000000010_1_3_WTF
47121,363855,694068,1039106,1366623,10000000010_1_3_CV1
37487,287181,547502,819510,1077705,10000000010_1_3_GYR
85376,654062,1246947,1866452,2454498,10000000010_1_3_CTR
86099,659600,1257505,1882254,2475279,10000000010_1_3_CTB
47605,367596,701203,1049788,1380672,10000000010_1_3_VRY
60203,647997,1150837,1690413,2275911,10000000010_1_4_SMG
1311,14111,25061,36811,49561,10000000010_1_4_PRS
25639,275964,490109,719900,969247,10000000010_1_4_AC1
1312,14112,25062,36812,49562,10000000010_1_4_WTF
35378,380785,676269,993342,1337400,10000000010_1_4_CV1
27923,300547,533768,784029,1055588,10000000010_1_4_GYR
63519,683681,1214210,1783500,2401239,10000000010_1_4_CTR
64076,689676,1224858,1799140,2422297,10000000010_1_4_CTB
35774,385047,683840,1004462,1352371,10000000010_1_4_VRY
119975,695320,1261496,1788704,2359464,10000000010_1_5_SMG
2618,15167,27517,39017,51467,10000000010_1_5_PRS
51194,296696,538285,763247,1006792,10000000010_1_5_AC1
2618,15167,27517,39017,51467,10000000010_1_5_WTF
70521,408706,741502,1051393,1386884,10000000010_1_5_CV1
55565,322031,584249,828421,1092763,10000000010_1_5_GYR
126707,734336,1332282,1889074,2491861,10000000010_1_5_CTR
127731,740274,1343055,1904349,2512010,10000000010_1_5_CTB
71270,413050,749383,1062568,1401624,10000000010_1_5_VRY
52827,672422,1218583,1762450,2320085,10000000010_2_1_SMG
1151,14651,26551,38401,50551,10000000010_2_1_PRS
22541,286913,519952,752012,989947,10000000010_2_1_AC1
1151,14651,26551,38401,50551,10000000010_2_1_WTF
31079,395602,716921,1036891,1364961,10000000010_2_1_CV1
24529,312216,565807,818333,1077252,10000000010_2_1_GYR
55790,710147,1286951,1861331,2450252,10000000010_2_1_CTR
56287,716464,1298398,1877888,2472047,10000000010_2_1_CTB
31404,399728,724398,1047705,1379197,10000000010_2_1_VRY
98026,682874,1237907,1781472,2352559,10000000010_2_2_SMG
2137,14888,26987,38838,51287,10000000010_2_2_PRS
41764,290941,527414,759001,1002315,10000000010_2_2_AC1
2138,14889,26991,38843,51294,10000000010_2_2_WTF
57197,400853,726991,1046389,1381960,10000000010_2_2_CV1
45509,317028,574704,827057,1092187,10000000010_2_2_GYR
101984,719389,1305319,1879142,2482020,10000000010_2_2_CTR
104332,726803,1317540,1896072,2503897,10000000010_2_2_CTB
57810,405153,734789,1057614,1396784,10000000010_2_2_VRY
78516,679660,1193616,1723632,2315598,10000000010_2_3_SMG
1711,14812,26011,37561,50461,10000000010_2_3_PRS
33489,289888,509099,735160,987644,10000000010_2_3_AC1
1711,14812,26011,37561,50461,10000000010_2_3_WTF
45819,399928,702677,1014887,1363589,10000000010_2_3_CV1
36457,315582,554223,800322,1075186,10000000010_2_3_GYR
82886,717486,1260045,1819558,2444470,10000000010_2_3_CTR
83568,723387,1270408,1834523,2464574,10000000010_2_3_CTB
46682,404089,709659,1024778,1376729,10000000010_2_3_VRY
27132,665258,1181727,1746400,2308777,10000000010_2_4_SMG
591,14491,25742,38041,50291,10000000010_2_4_PRS
11566,283590,503754,744465,984199,10000000010_2_4_AC1
591,14491,25742,38041,50291,10000000010_2_4_WTF
15955,391193,694893,1026938,1357634,10000000010_2_4_CV1
12571,308230,547523,809149,1069712,10000000010_2_4_GYR
28635,702103,1247175,1843122,2436645,10000000010_2_4_CTR
28870,707864,1257410,1858247,2456642,10000000010_2_4_CTB
16131,395523,702585,1038306,1372662,10000000010_2_4_VRY
80972,709829,1228522,1781641,2327875,10000000010_2_5_SMG
1764,15464,26764,38814,50714,10000000010_2_5_PRS
34517,302585,523692,759475,992323,10000000010_2_5_AC1
1764,15464,26764,38814,50714,10000000010_2_5_WTF
47601,417288,722213,1047376,1368491,10000000010_2_5_CV1
37540,329090,569565,826001,1079245,10000000010_2_5_GYR
85466,749227,1296708,1880527,2457078,10000000010_2_5_CTR
86170,755397,1307388,1896015,2477315,10000000010_2_5_CTB
48147,422074,730496,1059388,1384186,10000000010_2_5_VRY
127250,650901,1172305,1792595,2318494,10000000010_3_1_SMG
2831,14481,26081,39881,51581,10000000010_3_1_PRS
55565,284219,511893,782745,1012381,10000000010_3_1_AC1
2831,14481,26081,39881,51581,10000000010_3_1_WTF
76421,390901,704031,1076549,1392379,10000000010_3_1_CV1
60267,308274,555217,848994,1098065,10000000010_3_1_GYR
137240,702001,1264338,1933326,2500511,10000000010_3_1_CTR
138398,707923,1275005,1949636,2521606,10000000010_3_1_CTB
77201,394891,711218,1087539,1406593,10000000010_3_1_VRY
79823,660807,1191271,1751588,2318794,10000000010_3_2_SMG
1738,14388,25938,38138,50489,10000000010_3_2_PRS
34068,282027,508425,747564,989642,10000000010_3_2_AC1
1739,14392,25946,38149,50502,10000000010_3_2_WTF
46910,388338,700077,1029359,1362690,10000000010_3_2_CV1
37032,306567,552664,812610,1075753,10000000010_3_2_GYR
84173,696823,1256198,1847054,2445175,10000000010_3_2_CTR
84887,702731,1266849,1862714,2465906,10000000010_3_2_CTB
47375,392191,707022,1039571,1376209,10000000010_3_2_VRY
106736,690016,1206701,1829020,2336520,10000000010_3_3_SMG
2324,15024,26274,39824,50874,10000000010_3_3_PRS
45567,294576,515154,780828,997485,10000000010_3_3_AC1
2324,15024,26274,39824,50874,10000000010_3_3_WTF
62738,405579,709277,1075065,1373364,10000000010_3_3_CV1
49485,319906,559451,847970,1083257,10000000010_3_3_GYR
112567,727713,1272626,1928943,2464168,10000000010_3_3_CTR
113478,733600,1282921,1944547,2484102,10000000010_3_3_CTB
63322,409357,715884,1085078,1386155,10000000010_3_3_VRY
39360,611156,1221989,1715708,2282910,10000000010_3_4_SMG
857,13307,26607,37357,49707,10000000010_3_4_PRS
16801,260874,521611,732357,974470,10000000010_3_4_AC1
857,13307,26607,37357,49707,10000000010_3_4_WTF
23132,359173,718156,1008312,1341654,10000000010_3_4_CV1
18258,283498,566847,795869,1058978,10000000010_3_4_GYR
41500,644376,1288413,1808969,2407003,10000000010_3_4_CTR
41869,650113,1299883,1825073,2428431,10000000010_3_4_CTB
23354,362625,725059,1018003,1354548,10000000010_3_4_VRY
44569,647210,1159905,1740060,2248257,10000000010_3_5_SMG
991,14391,25791,38691,49991,10000000010_3_5_PRS
19400,281716,504880,757408,978615,10000000010_3_5_AC1
991,14391,25791,38691,49991,10000000010_3_5_WTF
26730,388165,695653,1043601,1348392,10000000010_3_5_CV1
21102,306423,549160,823835,1064442,10000000010_3_5_GYR
48025,697394,1249843,1874982,2422584,10000000010_3_5_CTR
48430,703273,1260378,1890787,2443005,10000000010_3_5_CTB
27024,392427,703291,1055060,1363198,10000000010_3_5_VRY
77412,628091,1136064,1733943,2271136,20000000010_1_1_SMG
1737,13987,25288,38587,50537,20000000010_1_1_PRS
33779,274065,495717,756599,991001,20000000010_1_1_AC1
1737,13987,25288,38587,50537,20000000010_1_1_WTF
46491,377208,682277,1041341,1363959,20000000010_1_1_CV1
36981,297785,538363,821521,1075938,20000000010_1_1_GYR
84196,677973,1225703,1870375,2449612,20000000010_1_1_CTR
84885,683523,1235736,1885685,2469662,20000000010_1_1_CTB
46975,381140,689389,1052196,1378176,20000000010_1_1_VRY
59393,571541,1121876,1753076,2271963,20000000010_1_2_SMG
1337,12737,24987,39037,50587,20000000010_1_2_PRS
25887,249113,488983,764100,990263,20000000010_1_2_AC1
1337,12737,24987,39037,50587,20000000010_1_2_WTF
35688,343424,674106,1053378,1365163,20000000010_1_2_CV1
28468,271200,532029,831185,1077111,20000000010_1_2_GYR
64762,616958,1210327,1890884,2450346,20000000010_1_2_CTR
64539,621058,1219072,1904957,2468799,20000000010_1_2_CTB
36037,346783,680699,1063680,1378515,20000000010_1_2_VRY
134880,685449,1197815,1824789,2350639,20000000010_1_3_SMG
3017,15267,26667,40617,52317,20000000010_1_3_PRS
58790,298762,522083,795357,1024555,20000000010_1_3_AC1
3017,15267,26667,40617,52317,20000000010_1_3_WTF
81004,411655,719363,1095900,1411706,20000000010_1_3_CV1
64220,324971,567630,864567,1113611,20000000010_1_3_GYR
146165,739640,1291935,1967770,2534599,20000000010_1_3_CTR
146672,745373,1302531,1984317,2556137,20000000010_1_3_CTB
81821,415806,726617,1106951,1425941,20000000010_1_3_VRY
71359,585862,1129574,1763155,2241711,20000000010_1_4_SMG
1604,13054,25154,39254,49904,20000000010_1_4_PRS
31103,255356,492339,768493,977078,20000000010_1_4_AC1
1604,13054,25154,39254,49904,20000000010_1_4_WTF
42851,351810,678308,1058772,1346144,20000000010_1_4_CV1
34147,277901,535493,835662,1062385,20000000010_1_4_GYR
77759,632829,1219410,1902947,2419235,20000000010_1_4_CTR
77573,636881,1227941,1916697,2436927,20000000010_1_4_CTB
43313,355600,685616,1070179,1360648,20000000010_1_4_VRY
40584,648874,1137802,1801183,2315361,20000000010_1_5_SMG
884,14134,24784,39234,50435,20000000010_1_5_PRS
17317,276865,485484,768538,987930,20000000010_1_5_AC1
884,14127,24771,39214,50408,20000000010_1_5_WTF
23440,381235,668821,1059019,1361457,20000000010_1_5_CV1
18834,301118,528010,835859,1074469,20000000010_1_5_GYR
42842,684983,1201119,1901417,2444208,20000000010_1_5_CTR
43177,690341,1210513,1916288,2463324,20000000010_1_5_CTB
23647,384590,674706,1068339,1373438,20000000010_1_5_VRY
74563,661795,1159029,1802509,2353741,20000000010_2_1_SMG
1657,14708,25757,40057,52308,20000000010_2_1_PRS
32176,288045,504699,785077,1025260,20000000010_2_1_AC1
1657,14708,25757,40057,52308,20000000010_2_1_WTF
44285,396445,694635,1080527,1411099,20000000010_2_1_CV1
35252,312877,547955,852174,1112781,20000000010_2_1_GYR
80337,713043,1248782,1942092,2536011,20000000010_2_1_CTR
81024,719138,1259457,1958693,2557689,20000000010_2_1_CTB
44745,400569,701860,1091766,1425776,20000000010_2_1_VRY
103350,654520,1185442,1810851,2294530,20000000010_2_2_SMG
2297,14547,26347,40247,50998,20000000010_2_2_PRS
45059,285359,516832,789499,1000375,20000000010_2_2_AC1
2297,14547,26347,40247,50998,20000000010_2_2_WTF
61964,392420,710736,1085702,1375694,20000000010_2_2_CV1
48921,309813,561122,857155,1086102,20000000010_2_2_GYR
111302,704878,1276650,1950177,2471071,20000000010_2_2_CTR
112254,710908,1287570,1966858,2492207,20000000010_2_2_CTB
62637,396681,718453,1097490,1390631,20000000010_2_2_VRY
60176,627280,1142624,1792992,2333091,20000000010_2_3_SMG
1337,13937,25387,39837,51837,20000000010_2_3_PRS
26213,273245,497731,781033,1016301,20000000010_2_3_AC1
1337,13937,25387,39837,51837,20000000010_2_3_WTF
36071,376007,684917,1074764,1398513,20000000010_2_3_CV1
28469,296754,540554,848230,1103741,20000000010_2_3_GYR
64786,675333,1230155,1930345,2511818,20000000010_2_3_CTR
65317,680869,1240239,1946170,2532409,20000000010_2_3_CTB
36441,379857,691931,1085769,1412833,20000000010_2_3_VRY
78190,609355,1194537,1790972,2254616,20000000010_2_4_SMG
1737,13537,26538,39787,50087,20000000010_2_4_PRS
34033,265226,519931,779533,981338,20000000010_2_4_AC1
1737,13537,26538,39787,50087,20000000010_2_4_WTF
